"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","W4Efsd 7"
"https://www.google.com/maps/place/Animal+Dermatology+Clinic/data=!4m7!3m6!1s0x8644d198cd90acb1:0x942746fc931b0bca!8m2!3d30.5091398!4d-97.689201!16s%2Fg%2F11qc19dz6r!19sChIJsayQzZjRRIYRygsbk_xGJ5Q?authuser=0&hl=en&rclk=1","Animal Dermatology Clinic","4.1","(15)","Veterinarian","·","","·","301 Chisholm Trail Rd","","","(512) 334-3400","https://www.animaldermatology.com/locations/round-rock","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Amanda has literally changed our dog’s life and in turn, ours.""",""
"https://www.google.com/maps/place/PetSmart+Veterinary+Services+-+North+Round+Rock/data=!4m7!3m6!1s0x8644d1b50e11a8bd:0x999b73dd5c92dcfe!8m2!3d30.5569841!4d-97.6871489!16s%2Fg%2F11w7lmht4_!19sChIJvagRDrXRRIYR_tySXN1zm5k?authuser=0&hl=en&rclk=1","PetSmart Veterinary Services - North Round Rock","4.9","(57)","Veterinarian","·","","·","201 University Oaks Blvd","Closed","·","(737) 284-2161","https://pvshospitals.com/tx/round-rock/north-round-rock-1772?utm_source=google&utm_medium=organic&utm_campaign=google-my-business","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Myers is amazing she takes amazing care of my pit Joseph!""","· Opens 9 AM Wed"
"https://www.google.com/maps/place/Vista+Vet+-+Animal+Hospital+%26+Pet+Lodge/data=!4m7!3m6!1s0x8644d15c10e0852f:0xb06798bdb8d24085!8m2!3d30.5742051!4d-97.6516849!16s%2Fg%2F11h465g049!19sChIJL4XgEFzRRIYRhUDSuL2YZ7A?authuser=0&hl=en&rclk=1","Vista Vet - Animal Hospital & Pet Lodge","4.4","(229)","Veterinarian","·","","·","5120 N A W Grimes Blvd","Closed","·","(512) 807-9102","https://vistapetvet.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr Lanier was great and took excellent care of my three crazy cats.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Animal+Medical+Center+of+Austin/data=!4m7!3m6!1s0x8644c9910a24a1b5:0xd1600d3a564fc403!8m2!3d30.3326331!4d-97.684641!16s%2Fg%2F1v2yz7q0!19sChIJtaEkCpHJRIYRA8RPVjoNYNE?authuser=0&hl=en&rclk=1","Animal Medical Center of Austin","4.7","(389)","Veterinarian","·","","·","1536 E Anderson Ln","Closed","·","(512) 832-4119","https://austinanimed.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They gave my dog superior treatment and customer service.""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Austin+Vet+Care+at+Metric,+A+Thrive+Pet+Healthcare+Partner/data=!4m7!3m6!1s0x8644cea3ed65cef9:0xd230118cb2c1131d!8m2!3d30.4113445!4d-97.6916084!16s%2Fg%2F1tdnfn9x!19sChIJ-c5l7aPORIYRHRPBsowRMNI?authuser=0&hl=en&rclk=1","Austin Vet Care at Metric, A Thrive Pet Healthcare Partner","4.5","(183)","Veterinarian","·","","·","12419 Metric Blvd","Closed","·","(512) 832-1088","https://www.thrivepetcare.com/locations/texas/austin/austin-vet-care-metric?utm_source=google&utm_medium=gmb","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I always leave feeling confident about the quality of care my cats received.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Northwest+Austin+Veterinary+Center/data=!4m7!3m6!1s0x8644ccef6edbde97:0x7f7ee753316b7c65!8m2!3d30.4226822!4d-97.7568868!16s%2Fg%2F1tp2_s6f!19sChIJl97bbu_MRIYRZXxrMVPnfn8?authuser=0&hl=en&rclk=1","Northwest Austin Veterinary Center","4.7","(456)","Veterinarian","·","","·","11846 Jollyville Rd","Closed","·","(512) 250-8048","https://nwaustinveterinarycenter.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Weaver took time to explain my cats' issues and continued health care.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Petco/data=!4m7!3m6!1s0x8644c5438b1ab887:0xb3cd5472af65e8a2!8m2!3d30.4725383!4d-97.5968538!16s%2Fg%2F1vqth554!19sChIJh7gai0PFRIYRouhlr3JUzbM?authuser=0&hl=en&rclk=1","Petco","4.1","(1,201)","Pet store","·","","·","19000 Limestone Commercial Dr #400","Closed","Retailer dedicated to pet supplies","(512) 252-3677","https://stores.petco.com/tx/pflugerville/pet-supplies-pflugerville-tx-1498.html?utm_source=google&utm_campaign=locallist_1498_pcc","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They always take care of my dog like she was their own and are very helpful.""","· Opens 8:30 AM Mon"
"https://www.google.com/maps/place/CityVet+Veterinary+Clinic+%26+Urgent+Care/data=!4m7!3m6!1s0x8644d300c2861ff1:0xb724122321996579!8m2!3d30.498862!4d-97.7225335!16s%2Fg%2F11w8z2wqqr!19sChIJ8R-GwgDTRIYReWWZISMSJLc?authuser=0&hl=en&rclk=1","CityVet Veterinary Clinic & Urgent Care","4.9","(192)","Veterinarian","·","","·","7401 O'Connor Dr","Closed","·","(512) 774-3911","https://www.cityvet.com/brushy-creek/?utm_source=yext&utm_medium=organic&utm_campaign=brushy-creek","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I was able to have amazing care for my pet, and a more than reasonable cost.""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Emancipet/data=!4m7!3m6!1s0x8644ca057fa66a23:0x6c63ab724978ca28!8m2!3d30.3405138!4d-97.6926311!16s%2Fg%2F1tf24grj!19sChIJI2qmfwXKRIYRKMp4SXKrY2w?authuser=0&hl=en&rclk=1","Emancipet","4.7","(1,818)","Veterinarian","·","","·","1030 Norwood Park Blvd Suite 316","Closed","·","(512) 587-7729","https://emancipet.org/clinics/norwood-park/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Long wait but th vet was friendly,knowledgeable and professional.""","· Opens 10 AM Mon"
"https://www.google.com/maps/place/Georgetown+Veterinary+Hospital/data=!4m7!3m6!1s0x8644d68bb081cc3b:0xb41bd23967cd2585!8m2!3d30.6195516!4d-97.6800445!16s%2Fg%2F1tfb6z43!19sChIJO8yBsIvWRIYRhSXNZznSG7Q?authuser=0&hl=en&rclk=1","Georgetown Veterinary Hospital","4.8","(1,549)","Veterinarian","·","","·","2707 S Austin Ave","Closed","·","(512) 863-3563","https://gtvet.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Crestview+Veterinary+Clinic/data=!4m7!3m6!1s0x8644cbac339aaaab:0x40a51bb9f436efbc!8m2!3d30.3499169!4d-97.7342103!16s%2Fg%2F11f50x4hxl!19sChIJq6qaM6zLRIYRvO829LkbpUA?authuser=0&hl=en&rclk=1","Crestview Veterinary Clinic","4.9","(791)","Veterinarian","·","","·","7415 Burnet Rd","Closed","·","(512) 535-2100","https://crestviewvc.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. B was so nice, answered all our questions, fixed our broken dog!""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Sam+Bass+Veterinary+Wellness/data=!4m7!3m6!1s0x8644d36833570117:0x6600535d657972d5!8m2!3d30.5123974!4d-97.7053399!16s%2Fg%2F11g0vzslxk!19sChIJFwFXM2jTRIYR1XJ5ZV1TAGY?authuser=0&hl=en&rclk=1","Sam Bass Veterinary Wellness","4.7","(412)","Veterinarian","·","","·","1800 Round Rock Ave #100","Closed","·","(512) 388-1299","https://sambassvet.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excellent vet - personable, thorough, informative, available for updates.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Banfield+Pet+Hospital/data=!4m7!3m6!1s0x8644ce20ce9e7d03:0x731334b2c74db578!8m2!3d30.4845102!4d-97.6707654!16s%2Fg%2F1thxwm4c!19sChIJA32eziDORIYReLVNx7I0E3M?authuser=0&hl=en&rclk=1","Banfield Pet Hospital","3.6","(222)","Veterinarian","·","","2601 I-35 Ste E100","","Closed","·","(512) 238-7116","https://www.banfield.com/locations/veterinarians/tx/round-rock/rou?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They communicate well and take great care of my furry friends.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Best+Vet/data=!4m7!3m6!1s0x8644cd39c7efa0df:0xa17bdc5e3378daec!8m2!3d30.4538953!4d-97.7727135!16s%2Fg%2F1v_s687d!19sChIJ36DvxznNRIYR7Np4M17ce6E?authuser=0&hl=en&rclk=1","Best Vet","4.7","(536)","Veterinarian","·","","·","8863 Anderson Mill Rd #105","Closed","·","(512) 336-9663","http://www.bestvetaustin.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They are knowledgeable, friendly,  and take great care of our furbabies.""","· Opens 9 AM Tue"
"https://www.google.com/maps/place/Banfield+Pet+Hospital/data=!4m7!3m6!1s0x8644cec1efb72b39:0x8a7e380eb9009502!8m2!3d30.4133399!4d-97.67056!16s%2Fg%2F1thd71r0!19sChIJOSu378HORIYRApUAuQ44foo?authuser=0&hl=en&rclk=1","Banfield Pet Hospital","3.8","(171)","Veterinarian","·","","12901 N Interstate Hwy 35 Bldg 7 Ste 700","","Closed","·","(512) 252-7070","https://www.banfield.com/locations/veterinarians/tx/austin/nea?utm_source=yext&utm_medium=yext&utm_campaign=yext&cid=yext_local","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They took exceptional care of my cat, even though her condition was dire.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Central+Texas+Cat+Hospital+-+MERGED+W%2F+SAM+BASS+VETERINARY+WELLNESS/data=!4m7!3m6!1s0x8644d23239346367:0xb4388b2815c19932!8m2!3d30.5123596!4d-97.7054748!16s%2Fg%2F1tdy4w1_!19sChIJZ2M0OTLSRIYRMpnBFSiLOLQ?authuser=0&hl=en&rclk=1","Central Texas Cat Hospital - MERGED W/ SAM BASS VETERINARY WELLNESS","4.6","(139)","Veterinarian","·","","·","1800 Round Rock Ave #100","Closed","·","(512) 388-1299","http://www.centraltexascathospital.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Prompt, kind, and and focused on pet care.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Shaffer+David+DVM/data=!4m7!3m6!1s0x8644d007756a3d95:0xef07c02d672329b3!8m2!3d30.4982839!4d-97.6128429!16s%2Fg%2F1tg6w2b5!19sChIJlT1qdQfQRIYRsykjZy3AB-8?authuser=0&hl=en&rclk=1","Shaffer David DVM","4.9","(7)","Veterinarian","·","","·","2715 Red Bud Ln","Closed","·","(512) 238-7387","https://www.forestcreekvet.com/","","Website","","Directions","","","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Austin+Pet+%26+Exotic+Hospital/data=!4m7!3m6!1s0x8644ccf416319e4f:0x7e108f957d868c7!8m2!3d30.3330264!4d-97.7404529!16s%2Fg%2F1tgwb90p!19sChIJT54xFvTMRIYRx2jYV_kI4Qc?authuser=0&hl=en&rclk=1","Austin Pet & Exotic Hospital","4.5","(482)","Veterinarian","·","","·","5712 Burnet Rd","Closed","·","(512) 258-2577","https://www.thrivepetcare.com/locations/texas/austin/research-boulevard-pet-bird-hospital?utm_source=google&utm_medium=gmb","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Skellenger was incredibly kind and gentle with my kitten.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Northwest+Veterinary+Hospital/data=!4m7!3m6!1s0x8644cadff10c7fef:0x6fc62a98fdbf9d98!8m2!3d30.3429926!4d-97.7642103!16s%2Fg%2F1tdy9g6h!19sChIJ738M8d_KRIYRmJ2__Zgqxm8?authuser=0&hl=en&rclk=1","Northwest Veterinary Hospital","4.8","(325)","Veterinarian","·","","·","3817 Dry Creek Dr","Closed","·","(512) 453-7776","http://nwvhaustin.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Reasonable, transparent, knowledgeable and handled cats with care.""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Barks+A+Lot+Pet+Resort/data=!4m7!3m6!1s0x8644dab40ab81491:0xd428587bbb9c2c41!8m2!3d30.4951425!4d-97.5950936!16s%2Fg%2F11bw470j0d!19sChIJkRS4CrTaRIYRQSycu3tYKNQ?authuser=0&hl=en&rclk=1","Barks A Lot Pet Resort","3.7","(87)","Dog day care center","·","","·","4251 Gattis School Rd","Closed","·","(512) 670-2400","http://www.barksalotpetresort.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beverly and her staff, provide excellent care for your cherished pet.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/City+Limits+Vet+Clinic/data=!4m7!3m6!1s0x8644cd444e4723e3:0x95e62df9bd51e660!8m2!3d30.4694421!4d-97.7629632!16s%2Fg%2F11j36qtz4s!19sChIJ4yNHTkTNRIYRYOZRvfkt5pU?authuser=0&hl=en&rclk=1","City Limits Vet Clinic","4.9","(295)","Veterinarian","·","","·","8715 W Parmer Ln Building 2 Suite 110","Closed","·","(512) 686-2888","https://www.citylimitsvetclinic.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Both vets are extremely knowledgeable and compassionate.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Sage+Veterinary+Imaging+-+Round+Rock/data=!4m7!3m6!1s0x8644d12cd479256b:0xdad310ca2986ef7c!8m2!3d30.4927717!4d-97.6948023!16s%2Fg%2F11j7k561nj!19sChIJayV51CzRRIYRfO-GKcoQ09o?authuser=0&hl=en&rclk=1","Sage Veterinary Imaging - Round Rock","4.7","(164)","Veterinarian","·","","·","1220 E McNeil Rd","Closed","·","(512) 688-9404","http://sageveterinary.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Most importantly they took great care of my precious pup.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Spicewood+Springs+Animal+Hospital/data=!4m7!3m6!1s0x8644cb6855f4406d:0x1d57b3f88d6a94d1!8m2!3d30.3754921!4d-97.7606874!16s%2Fg%2F1tdw3w9s!19sChIJbUD0VWjLRIYR0ZRqjfizVx0?authuser=0&hl=en&rclk=1","Spicewood Springs Animal Hospital","4.8","(503)","Veterinarian","·","","·","4606 Spicewood Springs Rd","Closed","·","(512) 345-2727","https://spicewoodanimalhospital.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. B did our pups laparoscopic spay procedure and it was fantastic!""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Windsor+Park+Veterinary+Clinic/data=!4m7!3m6!1s0x8644c9fa9ce3dc91:0x2ca0c68b900d4d51!8m2!3d30.3133608!4d-97.6892194!16s%2Fg%2F1tj4694q!19sChIJkdzjnPrJRIYRUU0NkIvGoCw?authuser=0&hl=en&rclk=1","Windsor Park Veterinary Clinic","4.7","(243)","Veterinarian","·","","·","1928 Gaston Pl Dr #A","Closed","·","(512) 928-1403","http://www.windsorparkvet.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They treat my pets with such care, and I really value their knowledge.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/Austin+Vet+Hospital/data=!4m7!3m6!1s0x8644b5920f69a03b:0x61e833de656e6729!8m2!3d30.3050129!4d-97.712621!16s%2Fg%2F1hhhfm448!19sChIJO6BpD5K1RIYRKWduZd4z6GE?authuser=0&hl=en&rclk=1","Austin Vet Hospital","4.8","(646)","Veterinarian","·","","·","4701 N Interstate 35 Frontage Rd","Closed","·","(512) 476-9191","https://austinvethospital.com/?y_source=1_MTI4NzExMDUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The vets are extremely informative and took their time with my dog.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Balcones+Animal+Hospital+Inc/data=!4m7!3m6!1s0x8644cd1e51d093c7:0xc544e1d9acb1fc7d!8m2!3d30.4369164!4d-97.76031!16s%2Fg%2F1txnpvwv!19sChIJx5PQUR7NRIYRffyxrNnhRMU?authuser=0&hl=en&rclk=1","Balcones Animal Hospital Inc","4.7","(486)","Animal hospital","·","","·","6909 McNeil Dr","Closed","· Opens 7 AM Mon","(512) 258-4139","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""No frills, affordable, but they care about the animals and it shows.""","·"
"https://www.google.com/maps/place/VEG+ER+for+Pets/data=!4m7!3m6!1s0x865b4b75d4f81fed:0x4af868affdf05efd!8m2!3d30.2339858!4d-97.7925169!16s%2Fg%2F11v0vq0cpl!19sChIJ7R_41HVLW4YR_V7w_a9o-Eo?authuser=0&hl=en&rclk=1","VEG ER for Pets","4.7","(1,008)","Emergency veterinarian service","·","","·","4211 S Lamar Blvd Ste A-10","Open 24 hours","·","(737) 243-9408","https://www.veg.com/locations/texas/south-lamar-austin?utm_source=organic_google&utm_medium=gbp_link&utm_campaign=locations_page&utm_content=south_lamar","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They were able to identify the issue and save my sister’s dogs life!""",""
"https://www.google.com/maps/place/North+Austin+Animal+Hospital/data=!4m7!3m6!1s0x8644ca58411d22ed:0xbc85efc67716fb5!8m2!3d30.3318858!4d-97.7404741!16s%2Fg%2F1v7tls5b!19sChIJ7SIdQVjKRIYRtW9xZ_xeyAs?authuser=0&hl=en&rclk=1","North Austin Animal Hospital","4.8","(629)","Veterinarian","·","","·","5608 Burnet Rd","Closed","·","(512) 459-7676","http://northaustinanimalhospital.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Kristin Little gives thorough and excellent care for animals.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Burnet+Road+Animal+Hospital/data=!4m7!3m6!1s0x8644cbbda3ecf313:0x834a2ec9dd344529!8m2!3d30.3668141!4d-97.7276301!16s%2Fg%2F1tg35m47!19sChIJE_Pso73LRIYRKUU03ckuSoM?authuser=0&hl=en&rclk=1","Burnet Road Animal Hospital","4.7","(259)","Veterinarian","·","","·","8511 Burnet Rd","Closed","·","(512) 342-1710","https://burnetroadanimalhospital.com/?utm_source=google&utm_medium=google_business_profile&utm_campaign=website_click","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They took great care of our dog Po (and were reasonably priced!).""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Old+Town+Veterinary+Hospital/data=!4m7!3m6!1s0x8644d719b39619b7:0xfcf3c2ee1696935!8m2!3d30.6335487!4d-97.6706492!16s%2Fg%2F11mw7j55zg!19sChIJtxmWsxnXRIYRNWlp4S48zw8?authuser=0&hl=en&rclk=1","Old Town Veterinary Hospital","4.8","(542)","Veterinarian","·","","·","701 E University Ave","Closed","·","(737) 356-2400","https://otvethospital.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I was able to get an appointment quickly for my dog who needed it.""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Prairie+Creek+Animal+Hospital/data=!4m7!3m6!1s0x8644b98438a43071:0xbe53b297a539a0ec!8m2!3d30.2520711!4d-97.5961166!16s%2Fg%2F11js46wpx5!19sChIJcTCkOIS5RIYR7KA5pZeyU74?authuser=0&hl=en&rclk=1","Prairie Creek Animal Hospital","4.8","(298)","Veterinarian","·","","·","4700 Gilbert Rd","Closed","·","(512) 615-3551","http://pcahaustin.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The vets and staff are gentle, knowledgeable, helpful and accommodating.""","· Opens 8 AM Mon"
"https://www.google.com/maps/place/VCA+Arbor+Animal+Hospital/data=!4m7!3m6!1s0x8644cc8be6e4ebfd:0x2db04b7e36add523!8m2!3d30.371616!4d-97.7277308!16s%2Fg%2F1tkkv7zc!19sChIJ_evk5ovMRIYRI9WtNn5LsC0?authuser=0&hl=en&rclk=1","VCA Arbor Animal Hospital","4.7","(411)","Veterinarian","·","","·","8820 Burnet Rd #400","Closed","·","(512) 794-1040","https://vcahospitals.com/arbor?utm_source=maps&utm_medium=organic&utm_campaign=AU_1147","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The doctors and staff are so knowledgeable and friendly towards my pets.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Hill+Country+Veterinary+Hospital/data=!4m7!3m6!1s0x865b2db60f3f0601:0x9ad72797a61217bf!8m2!3d30.5153516!4d-97.849718!16s%2Fg%2F1tgxjgnk!19sChIJAQY_D7YtW4YRvxcSppcn15o?authuser=0&hl=en&rclk=1","Hill Country Veterinary Hospital","4.9","(319)","Veterinarian","·","","·","1409 W Whitestone Blvd","Closed","","","https://hillcountryvh.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""All of the Vets are personable, knowledgeable, patient and kind.""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Austin+Vet+Care:+Preddy+Tiffany+DVM/data=!4m7!3m6!1s0x8644cea3ed65cef9:0x38e9692badbc491f!8m2!3d30.4113813!4d-97.6915681!16s%2Fg%2F1hc18h8g6!19sChIJ-c5l7aPORIYRH0m8rStp6Tg?authuser=0&hl=en&rclk=1","Austin Vet Care: Preddy Tiffany DVM","5.0","(1)","Veterinarian","·","","·","12419 Metric Blvd #2521","","","(512) 524-9171","https://www.thrivepetcare.com/locations/texas/austin/austin-vet-care-metric","","Website","","Directions","","",""
"https://www.google.com/maps/place/Firehouse+Animal+Health+Center+183/data=!4m7!3m6!1s0x865b332a4a804631:0xd31ae1f462f1885d!8m2!3d30.4534106!4d-97.7925686!16s%2Fg%2F11t6yf78yp!19sChIJMUaASiozW4YRXYjxYvThGtM?authuser=0&hl=en&rclk=1","Firehouse Animal Health Center 183","4.9","(342)","Veterinarian","·","","·","13616 N Hwy 183 suite c","Closed","·","(512) 813-1677","http://www.firehouse183.com/","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Love the vet and staff and even left with a happy pet and a bottle of wine!""","· Opens 7:30 AM Mon"
"https://www.google.com/maps/place/Parmer+Lane+Pet+Hospital/data=!4m7!3m6!1s0x8644d2d0ac9518ad:0x4f89b578806eee13!8m2!3d30.5201504!4d-97.7747351!16s%2Fg%2F1v1vdl8f!19sChIJrRiVrNDSRIYRE-5ugHi1iU8?authuser=0&hl=en&rclk=1","Parmer Lane Pet Hospital","4.8","(695)","Veterinarian","·","","·","11951 W Parmer Ln","Closed","·","(512) 260-5443","https://parmerlanepethospital.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very attentive, very informative, great with both animals and people.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Taylor+Animal+Hospital/data=!4m7!3m6!1s0x8644e0b86ad031a9:0x7f94b7af5b252e4c!8m2!3d30.6054658!4d-97.4181354!16s%2Fg%2F1tkvb4m0!19sChIJqTHQarjgRIYRTC4lW6-3lH8?authuser=0&hl=en&rclk=1","Taylor Animal Hospital","4.8","(1,621)","Veterinarian","·","","·","4110 N Main St","Closed","·","(512) 352-8897","https://www.tayloranimalhospitaltx.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The vet fully explained my dogs diagnosis & gave me treatment options.""","· Opens 7 AM Mon"
"https://www.google.com/maps/place/Austin+Avenue+Animal+Hospital/data=!4m7!3m6!1s0x8644d6602a971a23:0xe73b4d37a39b1efe!8m2!3d30.6233715!4d-97.6793537!16s%2Fg%2F1tgns19s!19sChIJIxqXKmDWRIYR_h6bozdNO-c?authuser=0&hl=en&rclk=1","Austin Avenue Animal Hospital","4.8","(414)","Animal hospital","·","","·","2201 S Austin Ave","Closed","· Opens 9 AM Mon","(512) 863-5319","","","Directions","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""AMAZING, trusted, knowledgeable, and kind vet!""","·"
"https://www.google.com/maps/place/Great+Oaks+Animal+Hospital/data=!4m7!3m6!1s0x8644d26e26b8c2f9:0xada8d8d628f2ba02!8m2!3d30.494826!4d-97.72734!16s%2Fg%2F1tdkh0xw!19sChIJ-cK4Jm7SRIYRArryKNbYqK0?authuser=0&hl=en&rclk=1","Great Oaks Animal Hospital","4.8","(876)","Veterinarian","·","","15950 South Great Oaks Drive","Closed","· Opens 6:30 AM Mon","·","(512) 388-4551","https://www.google.com/aclk?sa=L&ai=DChsSEwi_zYL05faUAxX0NtQBHSDRHWQYACICCAEQDBoCb2E&co=1&ase=2&gclid=Cj0KCQjwrZTRBhDSARIsAHidYfeOedVlH16WEKeuOKtVO902e6cISjfXFJOulUjftJA6tZR7pkkkUz4aAlOiEALw_wcB&cid=CAASuwHkaOiQM62KJGKYpPmlkpQUa6fKA1eLUX9l4jw5O7f1pZ5bNJph-mH6llLL43AD3h96zxlEo67mbq8cnB04VJAwb7Z0EIaJvCx72wgxYNCL7wBDwhh6ozuMyxA9VCtyk-PkbOvFEzNAgOH9M_OYbvKYhVKsAPEE1yPWA6eWNvzYJ9QndwT5KK4WRa8ncTN2W2LadMkEgDyL1TWg726GJvEVyj9WFj0JEmiobvd2RKcS8Rt_yuoocfQbHDEi&cce=2&category=acrcp_v1_32&sig=AOD64_1_G8ALkjU7jau0WJA6hOdkJ4qc4w&adurl&q&ctype=99&nis=6","","Website","","Directions","","",""
"https://www.google.com/maps/place/VCA+Lakeline+Animal+Hospital/data=!4m7!3m6!1s0x865b328e9dd6b0cf:0x74976c682088c4!8m2!3d30.460388!4d-97.821418!16s%2Fg%2F12nqgnqb3!19sChIJz7DWnY4yW4YRxIggaGyXdAA?authuser=0&hl=en&rclk=1","VCA Lakeline Animal Hospital","4.5","(224)","Veterinarian","·","","12010 Ranch Road 620 North","Closed","· Opens 7 AM Mon","·","(512) 920-1109","","","Directions","","","","",""
"https://www.google.com/maps/place/Crestview+Veterinary+Clinic+on+Airport+Blvd/data=!4m7!3m6!1s0x8644cb03aa5be0f5:0x1028f4b6a6b4f5b2!8m2!3d30.306139!4d-97.7149855!16s%2Fg%2F11s3y7wjsb!19sChIJ9eBbqgPLRIYRsvW0prb0KBA?authuser=0&hl=en&rclk=1","Crestview Veterinary Clinic on Airport Blvd","4.7","(187)","Veterinarian","·","","·","4631 Airport Blvd #116","Closed","·","(737) 243-9650","https://crestviewveterinaryclinicairport.com/?utm_source=gmb&utm_medium=organic","","Website","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It was surprising affordable and took great care with my pet""","· Opens 7:30 AM Mon"
